transaction_id,product_id,quantity
T001194,P001,1
T001195,P008,2
T001195,P007,2
T001195,P006,3
T001195,P009,1
T001196,P004,1
T001196,P002,1
T001196,P005,1
T001197,P003,1
T001197,P005,1
T001198,P013,3
T001198,P012,2
T001198,P011,2
T001198,P010,2
T001199,P013,1
T001199,P012,2
T001199,P011,3
T001200,P007,1
T001200,P006,1
T001200,P009,1
T001201,P007,3
T001201,P009,3
T001202,P012,3
T001202,P010,1
T001202,P011,2
T001203,P013,2
T001203,P012,1
T001203,P010,2
T001204,P008,3
T001204,P007,3
T001204,P006,3
T001204,P009,1
T001205,P004,1
T001205,P002,1
T001205,P005,1
T001206,P012,2
T001206,P010,1
T001207,P016,3
T001207,P015,3
T001208,P008,1
T001208,P009,1
T001209,P002,1
T001209,P004,2
T001209,P003,2
T001210,P004,3
T001210,P003,3
T001210,P002,1
T001211,P001,1
T001211,P003,2
T001211,P002,2
T001211,P005,1
T001212,P003,3
T001212,P001,3
T001212,P004,1
T001212,P002,2
T001212,P005,2
T001213,P004,2
T001213,P003,2
T001213,P002,2
T001214,P007,1
T001214,P006,3
T001214,P008,1
T001215,P012,2
T001215,P011,2
T001215,P010,1
T001216,P012,2
T001216,P011,2
T001217,P012,1
T001217,P010,3
T001217,P011,3
T001218,P012,3
T001218,P010,1
T001218,P011,1
T001219,P012,3
T001219,P011,2
T001219,P010,3
T001220,P004,3
T001220,P001,1
T001220,P005,3
T001221,P006,2
T001221,P008,1
T001221,P009,3
T001222,P014,3
T001222,P016,2
T001222,P015,3
T001223,P001,3
T001223,P004,2
T001223,P002,1
T001224,P002,1
T001224,P003,2
T001224,P001,1
T001225,P007,2
T001225,P006,3
T001225,P008,2
T001226,P004,3
T001226,P005,1
T001227,P003,3
T001227,P004,3
T001227,P001,3
T001228,P002,3
T001228,P003,1
T001228,P001,3
T001229,P007,1
T001229,P006,2
T001230,P014,1
T001230,P016,1
T001230,P015,3
T001231,P001,3
T001231,P004,1
T001231,P002,3
T001231,P005,3
T001232,P014,1
T001232,P015,2
T001233,P007,1
T001233,P006,1
T001234,P001,2
T001234,P003,3
T001234,P002,3
T001235,P013,3
T001235,P010,1
T001236,P014,3
T001236,P016,2
T001237,P002,2
T001237,P003,3
T001237,P001,3
T001237,P004,1
T001238,P008,3
T001238,P006,2
T001238,P009,2
T001239,P007,2
T001239,P006,2
T001239,P009,1
T001240,P007,3
T001240,P006,3
T001240,P008,1
T001241,P014,3
T001241,P016,1
T001241,P015,3
T001242,P014,3
T001242,P016,3
T001242,P015,2
T001243,P013,2
T001243,P012,2
T001243,P011,2
T001243,P010,1
T001244,P002,1
T001244,P001,1
T001244,P005,2
T001245,P004,1
T001245,P003,3
T001246,P003,3
T001246,P002,3
T001247,P002,3
T001247,P003,3
T001247,P001,3
T001248,P014,2
T001248,P016,2
T001248,P015,1
T001249,P013,3
T001249,P012,3
T001249,P010,2
T001249,P011,3
T001250,P003,3
T001250,P001,2
T001251,P004,3
T001251,P005,2
T001252,P012,1
T001252,P010,1
T001252,P011,3
T001253,P004,1
T001253,P001,2
T001254,P007,2
T001254,P008,2
T001255,P007,1
T001255,P006,2
T001255,P008,2
T001255,P009,3
T001256,P014,3
T001256,P015,1
T001257,P007,2
T001257,P006,2
T001257,P008,2
T001257,P009,3
T001258,P007,3
T001258,P006,1
T001258,P008,2
T001259,P013,1
T001259,P012,3
T001259,P011,3
T001260,P012,3
T001260,P010,2
T001261,P004,3
T001261,P002,2
T001261,P005,3
T001262,P007,2
T001262,P008,1
T001263,P006,2
T001263,P009,1
T001264,P013,2
T001264,P012,3
T001264,P010,1
T001265,P008,2
T001265,P007,3
T001265,P006,1
T001265,P009,1
T001266,P007,3
T001266,P006,1
T001267,P014,3
T001267,P016,2
T001267,P015,3
T001268,P003,2
T001268,P004,3
T001268,P002,2
T001268,P005,1
T001269,P007,2
T001269,P006,3
T001270,P007,3
T001270,P006,3
T001270,P009,1
T001271,P008,3
T001271,P007,2
T001271,P009,2
T001272,P014,2
T001272,P016,1
T001272,P015,1
T001273,P014,3
T001273,P015,1
T001274,P012,3
T001274,P010,1
T001274,P011,3
T001275,P007,3
T001275,P006,3
T001275,P008,3
T001275,P009,2
T001276,P016,3
T001276,P015,1
T001277,P004,1
T001277,P002,2
T001277,P005,3
T001278,P003,3
T001278,P001,2
T001278,P004,3
T001278,P002,1
T001278,P005,1
T001279,P004,1
T001279,P002,3
T001279,P005,1
T001280,P016,1
T001280,P015,3
T001281,P002,3
T001281,P003,2
T001281,P001,2
T001282,P001,3
T001282,P002,2
T001282,P005,3
T001283,P012,1
T001283,P011,3
T001283,P010,1
T001284,P013,1
T001284,P012,3
T001284,P010,2
T001284,P011,1
T001285,P012,2
T001285,P010,2
T001286,P013,2
T001286,P011,2
T001286,P010,1
T001287,P014,1
T001287,P016,2
T001287,P015,1
T001288,P012,3
T001288,P010,2
T001288,P011,2
T001289,P014,2
T001289,P015,2
T001290,P001,3
T001290,P004,3
T001290,P002,2
T001291,P016,2
T001291,P015,2
T001292,P006,1
T001292,P008,3
T001292,P009,3
T001293,P013,2
T001293,P012,3
T001293,P011,2
T001294,P007,3
T001294,P009,2
T001295,P013,1
T001295,P012,3
T001295,P010,1
T001295,P011,2
T001296,P014,3
T001296,P015,2
T001297,P013,3
T001297,P012,1
T001297,P010,3
T001297,P011,1
T001298,P004,3
T001298,P001,1
T001299,P007,1
T001299,P006,2
T001299,P008,1
T001300,P003,1
T001300,P004,2
T001300,P002,2
T001301,P012,1
T001301,P010,2
T001301,P011,2
T001302,P002,1
T001302,P003,2
T001302,P001,1
T001302,P005,2
T001303,P007,2
T001303,P008,3
T001304,P004,3
T001304,P002,3
T001305,P012,2
T001305,P010,1
T001305,P011,1
T001306,P014,3
T001306,P015,2
T001307,P004,3
T001307,P002,2
T001308,P004,1
T001308,P001,2
T001308,P005,1
T001309,P002,1
T001309,P003,3
T001309,P001,2
T001310,P004,3
T001310,P002,3
T001310,P005,2
T001311,P013,2
T001311,P011,2
T001311,P010,3
T001312,P007,2
T001312,P009,1
T001313,P014,3
T001313,P015,2
T001314,P012,1
T001314,P011,3
T001315,P013,3
T001315,P012,1
T001315,P011,2
T001315,P010,3
T001316,P007,3
T001316,P006,1
T001316,P008,2
T001316,P009,2
T001317,P008,1
T001317,P009,1
T001318,P010,1
T001318,P011,2
T001319,P014,2
T001319,P016,2
T001319,P015,1
T001320,P013,2
T001320,P012,3
T001320,P010,3
T001321,P012,1
T001321,P010,2
T001321,P011,2
T001322,P013,1
T001322,P010,2
T001322,P011,1
T001323,P007,3
T001323,P006,1
T001323,P008,1
T001323,P009,1
T001324,P001,1
T001324,P003,1
T001324,P002,1
T001325,P013,3
T001325,P012,1
T001325,P010,1
T001325,P011,3
T001326,P012,1
T001326,P010,3
T001326,P011,1
T001327,P014,2
T001327,P016,1
T001328,P007,1
T001328,P008,1
T001328,P009,3
T001329,P007,1
T001329,P009,3
T001330,P004,2
T001330,P001,1
T001331,P007,1
T001331,P008,3
T001332,P007,2
T001332,P006,2
T001332,P008,2
T001333,P013,1
T001333,P012,3
T001333,P010,1
T001334,P007,1
T001334,P006,2
T001334,P008,1
T001335,P013,2
T001335,P012,2
T001335,P011,1
T001336,P012,3
T001336,P011,1
T001337,P007,1
T001337,P006,1
T001337,P008,2
T001337,P009,3
T001338,P004,1
T001338,P002,1
T001339,P004,1
T001339,P005,1
T001340,P001,1
T001340,P002,3
T001340,P005,2
T001341,P008,3
T001341,P007,1
T001341,P006,1
T001341,P009,2
T001342,P014,1
T001342,P015,3
T001343,P013,3
T001343,P012,2
T001343,P010,2
T001344,P003,1
T001344,P004,2
T001344,P001,1
T001345,P002,2
T001345,P004,1
T001345,P003,3
T001345,P001,2
T001346,P014,3
T001346,P016,1
T001346,P015,3
T001347,P003,1
T001347,P001,1
T001347,P005,2
T001348,P007,1
T001348,P006,1
T001348,P009,2
T001349,P014,1
T001349,P016,1
T001349,P015,3
T001350,P014,3
T001350,P015,1
T001351,P014,3
T001351,P016,1
T001351,P015,3
T001352,P008,2
T001352,P009,1
T001353,P012,3
T001353,P010,3
T001353,P011,2
T001354,P011,3
T001354,P010,2
T001355,P013,1
T001355,P012,3
T001355,P010,3
T001356,P014,1
T001356,P016,1
T001357,P006,3
T001357,P008,1
T001357,P009,3
T001358,P014,3
T001358,P016,3
T001359,P008,3
T001359,P007,1
T001359,P006,1
T001359,P009,1
T001360,P016,1
T001360,P015,2
T001361,P004,3
T001361,P005,1
T001362,P014,3
T001362,P015,3
T001363,P013,2
T001363,P011,2
T001363,P010,1
T001364,P013,1
T001364,P010,2
T001365,P013,1
T001365,P012,1
T001366,P007,1
T001366,P008,1
T001366,P009,2
T001367,P013,2
T001367,P012,2
T001368,P007,1
T001368,P006,3
T001369,P007,3
T001369,P008,1
T001370,P014,3
T001370,P015,3
T001371,P003,1
T001371,P005,1
T001372,P013,1
T001372,P012,2
T001373,P002,2
T001373,P003,2
T001373,P001,3
T001374,P007,1
T001374,P006,2
T001374,P009,1
T001375,P013,2
T001375,P012,2
T001375,P011,1
T001376,P007,2
T001376,P008,2
T001377,P007,2
T001377,P006,2
T001377,P009,2
T001378,P004,3
T001378,P002,2
T001378,P005,1
T001379,P003,2
T001379,P004,1
T001379,P002,2
T001380,P013,3
T001380,P012,2
T001380,P010,3
T001380,P011,3
T001381,P004,2
T001381,P002,2
T001382,P007,2
T001382,P008,3
T001383,P008,1
T001383,P007,2
T001383,P006,3
T001383,P009,2
T001384,P004,3
T001384,P002,1
T001385,P007,1
T001385,P006,1
T001385,P009,3
T001386,P007,2
T001386,P006,1
T001386,P008,3
T001386,P009,3
T001387,P008,2
T001387,P006,1
T001387,P009,3
T001388,P013,3
T001388,P011,1
T001389,P004,1
T001389,P002,2
T001390,P007,2
T001390,P006,1
T001390,P009,3
T001391,P007,2
T001391,P006,1
T001392,P013,1
T001392,P011,3
T001393,P014,2
T001393,P016,3
T001393,P015,1
T001394,P013,2
T001394,P010,3
T001394,P011,1
T001395,P004,1
T001395,P003,2
T001395,P002,1
T001395,P005,3
T001396,P007,3
T001396,P009,1
T001397,P013,1
T001397,P012,2
T001398,P007,2
T001398,P006,1
T001398,P009,3
T001399,P013,2
T001399,P012,3
T001399,P011,2
T001400,P013,3
T001400,P012,2
T001400,P011,2
T001401,P007,3
T001401,P006,3
T001402,P014,3
T001402,P015,3
T001403,P012,3
T001403,P011,1
T001403,P010,2
T001404,P007,1
T001404,P006,2
T001405,P006,1
T001405,P008,2
T001406,P007,1
T001406,P006,2
T001407,P007,2
T001407,P006,2
T001408,P014,1
T001408,P015,1
T001409,P014,1
T001409,P016,1
T001409,P015,2
T001410,P004,3
T001410,P001,1
T001410,P005,1
T001411,P014,3
T001411,P016,2
T001411,P015,1
T001412,P014,3
T001412,P016,1
T001412,P015,3
T001413,P014,3
T001413,P015,3
T001414,P003,1
T001414,P005,1
T001415,P012,2
T001415,P010,1
T001415,P011,2
T001416,P004,2
T001416,P002,1
T001417,P013,1
T001417,P012,1
T001417,P011,3
T001418,P003,3
T001418,P005,1
T001419,P013,2
T001419,P012,2
T001420,P014,2
T001420,P016,3
T001420,P015,1
T001421,P003,3
T001421,P004,3
T001421,P001,2
T001421,P005,3
T001422,P003,2
T001422,P004,1
T001422,P005,1
T001423,P008,3
T001423,P007,2
T001423,P009,1
T001424,P001,3
T001424,P004,1
T001424,P002,2
T001425,P014,1
T001425,P016,1
T001425,P015,1
T001426,P003,1
T001426,P005,3
T001427,P014,2
T001427,P016,2
T001427,P015,1
T001428,P007,1
T001428,P006,3
T001428,P008,1
T001429,P012,1
T001429,P010,1
T001429,P011,2
T001430,P014,3
T001430,P015,1
T001431,P014,2
T001431,P016,2
T001431,P015,2
T001432,P014,3
T001432,P015,2
T001433,P004,2
T001433,P002,2
T001434,P001,3
T001434,P004,3
T001434,P002,2
T001435,P007,3
T001435,P006,1
T001435,P008,2
T001436,P002,1
T001436,P004,3
T001436,P001,1
T001436,P005,2
T001437,P014,2
T001437,P015,3
T001438,P001,2
T001438,P004,3
T001438,P002,1
T001439,P014,1
T001439,P016,2
T001439,P015,2
T001440,P007,1
T001440,P006,3
T001440,P009,2
T001441,P007,3
T001441,P006,2
T001442,P003,2
T001442,P001,3
T001442,P005,3
T001443,P012,2
T001443,P010,3
T001443,P011,2
T001444,P013,2
T001444,P012,1
T001445,P016,2
T001445,P015,3
T001446,P014,2
T001446,P016,3
T001446,P015,2
T001447,P013,1
T001447,P012,3
T001447,P010,2
T001447,P011,2
T001448,P013,3
T001448,P010,1
T001448,P011,2
T001449,P007,2
T001449,P009,2
T001450,P014,3
T001450,P016,1
T001450,P015,1
T001451,P004,3
T001451,P001,2
T001452,P016,2
T001452,P015,2
T001453,P004,3
T001453,P002,2
T001453,P005,3
T001454,P007,3
T001454,P006,2
T001454,P009,3
T001455,P014,1
T001455,P015,2
T001456,P004,3
T001456,P005,3
T001457,P004,2
T001457,P002,1
T001457,P005,2
T001458,P013,1
T001458,P012,3
T001458,P011,3
T001459,P002,1
T001459,P003,2
T001459,P001,2
T001460,P014,2
T001460,P016,2
T001460,P015,3
T001461,P003,3
T001461,P002,1
T001461,P005,3
T001462,P013,2
T001462,P010,3
T001462,P011,3
T001463,P013,1
T001463,P010,2
T001463,P011,1
T001464,P004,3
T001464,P001,3
T001465,P013,2
T001465,P012,1
T001465,P011,3
T001465,P010,3
T001466,P007,1
T001466,P008,2
T001467,P013,3
T001467,P011,1
T001468,P002,3
T001468,P003,1
T001468,P001,2
T001469,P001,1
T001469,P003,1
T001469,P002,3
T001470,P007,1
T001470,P006,1
T001471,P014,1
T001471,P016,3
T001471,P015,2
T001472,P014,3
T001472,P016,2
T001472,P015,2
T001473,P013,1
T001473,P012,2
T001474,P007,3
T001474,P008,2
T001474,P009,2
T001475,P014,1
T001475,P016,2
T001475,P015,3
T001476,P007,2
T001476,P009,1
T001477,P014,1
T001477,P016,2
T001477,P015,2
T001478,P014,3
T001478,P016,3
T001478,P015,3
T001479,P004,2
T001479,P002,2
T001479,P005,1
T001480,P007,2
T001480,P006,1
T001481,P004,1
T001481,P002,1
T001481,P005,1
T001482,P007,2
T001482,P008,3
T001482,P009,3
T001483,P002,1
T001483,P001,3
T001484,P014,3
T001484,P016,3
T001484,P015,3
T001485,P016,2
T001485,P015,3
T001486,P002,1
T001486,P003,3
T001486,P001,2
T001487,P014,3
T001487,P016,2
T001487,P015,2
T001488,P002,3
T001488,P003,1
T001488,P001,2
T001489,P014,2
T001489,P016,1
T001489,P015,1
T001490,P004,2
T001490,P001,2
T001491,P014,2
T001491,P015,2
T001492,P012,3
T001492,P011,1
T001492,P010,3
T001493,P014,1
T001493,P015,2
T001494,P003,2
T001494,P004,3
T001495,P014,2
T001495,P016,3
T001495,P015,1
T001496,P007,3
T001496,P006,2
T001496,P008,3
T001497,P012,2
T001497,P010,2
T001498,P006,1
T001498,P008,2
T001498,P009,1
T001499,P003,1
T001499,P001,1
T001499,P005,3
T001500,P013,3
T001500,P011,2
T001500,P010,3
T001501,P014,3
T001501,P016,3
T001501,P015,2
T001502,P013,1
T001502,P012,1
T001502,P011,3
T001503,P014,2
T001503,P015,2
T001504,P013,3
T001504,P011,3
T001505,P010,1
T001505,P011,1
T001506,P004,2
T001506,P001,3
T001507,P007,1
T001507,P008,3
T001507,P009,3
T001508,P014,1
T001508,P016,1
T001508,P015,2
T001509,P004,2
T001509,P003,2
T001509,P001,3
T001509,P005,3
T001510,P013,3
T001510,P011,3
T001510,P010,2
T001511,P004,2
T001511,P002,3
T001511,P005,3
T001512,P014,1
T001512,P015,3
T001513,P014,2
T001513,P016,3
T001513,P015,2
T001514,P013,2
T001514,P012,1
T001514,P010,2
T001515,P013,1
T001515,P011,1
T001515,P010,3
T001516,P012,1
T001516,P010,3
T001516,P011,3
T001517,P004,1
T001517,P003,2
T001517,P001,2
T001518,P007,1
T001518,P008,3
T001519,P013,1
T001519,P012,3
T001519,P010,3
T001520,P007,2
T001520,P006,1
T001520,P009,2
T001521,P003,2
T001521,P004,2
T001521,P001,1
T001522,P004,2
T001522,P002,3
T001523,P007,2
T001523,P006,1
T001524,P013,2
T001524,P010,3
T001525,P014,1
T001525,P016,1
T001525,P015,3
T001526,P006,2
T001526,P008,3
T001526,P009,2
T001527,P013,3
T001527,P010,1
T001528,P003,2
T001528,P004,3
T001529,P014,3
T001529,P016,2
T001529,P015,1
T001530,P013,1
T001530,P012,1
T001530,P010,3
T001530,P011,3
T001531,P014,2
T001531,P016,1
T001531,P015,1
T001532,P014,1
T001532,P016,3
T001532,P015,3
T001533,P007,2
T001533,P006,3
T001534,P003,1
T001534,P002,2
T001534,P005,2
T001535,P013,2
T001535,P012,2
T001535,P011,3
T001536,P007,3
T001536,P006,1
T001536,P008,1
T001537,P012,3
T001537,P010,1
T001537,P011,1
T001538,P014,1
T001538,P016,1
T001538,P015,2
T001539,P013,3
T001539,P012,2
T001539,P010,1
T001540,P001,3
T001540,P002,2
T001540,P004,3
T001540,P003,2
T001541,P012,3
T001541,P011,3
T001542,P016,2
T001542,P015,1
T001543,P013,2
T001543,P012,3
T001543,P010,1
T001543,P011,2
T001544,P014,3
T001544,P016,3
T001544,P015,3
T001545,P014,2
T001545,P016,3
T001545,P015,3
T001546,P003,1
T001546,P004,1
T001546,P002,1
T001547,P012,3
T001547,P010,1
T001547,P011,1
T001548,P014,2
T001548,P016,2
T001548,P015,3
T001549,P014,2
T001549,P016,3
T001549,P015,1
T001550,P003,3
T001550,P004,2
T001551,P014,1
T001551,P016,3
T001551,P015,1
T001552,P004,1
T001552,P002,2
T001553,P008,1
T001553,P009,2
T001554,P014,1
T001554,P015,2
T001555,P016,2
T001555,P015,1
T001556,P014,1
T001556,P015,1
T001557,P003,2
T001557,P001,1
T001557,P005,1
T001558,P014,3
T001558,P016,3
T001558,P015,3
T001559,P003,3
T001559,P001,2
T001560,P013,2
T001560,P012,2
T001560,P011,3
T001560,P010,2
T001561,P013,3
T001561,P012,2
T001561,P010,2
T001561,P011,3
T001562,P001,1
T001562,P005,3
T001563,P014,1
T001563,P016,1
T001563,P015,2
T001564,P003,2
T001564,P005,1
T001565,P008,1
T001565,P007,3
T001565,P006,2
T001565,P009,3
T001566,P007,3
T001566,P006,2
T001566,P008,1
T001567,P001,1
T001567,P004,2
T001567,P002,2
T001567,P005,2
T001568,P007,3
T001568,P006,1
T001568,P009,3
T001569,P012,1
T001569,P010,2
T001569,P011,3
T001570,P004,2
T001570,P002,3
T001571,P011,3
T001571,P010,2
T001572,P007,3
T001572,P006,3
T001572,P008,3
T001572,P009,3
T001573,P013,2
T001573,P012,2
T001574,P013,1
T001574,P012,3
T001574,P010,2
T001575,P014,1
T001575,P016,1
T001575,P015,3
T001576,P013,3
T001576,P012,1
T001576,P010,1
T001577,P014,1
T001577,P016,1
T001578,P014,1
T001578,P016,2
T001578,P015,3
T001579,P014,1
T001579,P016,2
T001579,P015,2
T001580,P014,3
T001580,P016,2
T001580,P015,2
T001581,P012,1
T001581,P010,1
T001581,P011,2
T001582,P012,1
T001582,P010,1
T001583,P007,3
T001583,P006,1
T001583,P009,3
T001584,P016,1
T001584,P015,1
T001585,P006,2
T001585,P008,3
T001585,P009,2
T001586,P007,2
T001586,P006,3
T001586,P009,3
T001587,P002,3
T001587,P004,3
T001587,P001,3
T001588,P004,3
T001588,P001,1
T001588,P005,1
T001589,P012,3
T001589,P011,2
T001589,P010,3
T001590,P007,2
T001590,P009,1
T001591,P006,2
T001591,P008,1
T001591,P009,2
T001592,P012,2
T001592,P011,3
T001592,P010,3
T001593,P013,3
T001593,P012,3
T001593,P011,2
T001594,P004,3
T001594,P003,1
T001595,P003,1
T001595,P002,2
T001595,P005,3
T001596,P007,3
T001596,P006,1
T001597,P016,1
T001597,P015,1
T001598,P008,1
T001598,P006,1
T001598,P009,3
T001599,P003,2
T001599,P004,2
T001599,P001,2
T001599,P005,3
T001600,P012,2
T001600,P010,1
T001600,P011,3
T001601,P006,3
T001601,P008,1
T001602,P001,2
T001602,P003,1
T001602,P002,1
T001603,P014,3
T001603,P016,1
T001603,P015,2
T001604,P014,1
T001604,P016,1
T001604,P015,3
T001605,P006,3
T001605,P008,3
T001606,P003,3
T001606,P004,1
T001606,P002,2
T001607,P014,2
T001607,P016,3
T001607,P015,2
T001608,P007,1
T001608,P008,2
T001609,P014,1
T001609,P016,3
T001610,P013,3
T001610,P012,1
T001610,P011,1
T001611,P007,2
T001611,P006,1
T001612,P013,1
T001612,P012,2
T001612,P010,3
T001612,P011,1
T001613,P014,2
T001613,P016,3
T001613,P015,3
T001614,P012,3
T001614,P011,3
T001614,P010,1
T001615,P013,1
T001615,P010,3
T001615,P011,2
T001616,P007,2
T001616,P006,1
T001616,P008,1
T001617,P014,2
T001617,P015,1
T001618,P006,2
T001618,P008,2
T001619,P001,2
T001619,P002,1
T001620,P004,2
T001620,P002,2
T001621,P002,1
T001621,P003,1
T001621,P001,1
T001622,P007,1
T001622,P008,1
T001623,P003,1
T001623,P001,1
T001623,P005,3
T001624,P007,1
T001624,P008,2
T001624,P009,3
T001625,P016,3
T001625,P015,3
T001626,P008,3
T001626,P007,2
T001626,P009,1
T001627,P007,1
T001627,P008,3
T001627,P006,3
T001627,P009,1
T001628,P014,2
T001628,P016,1
T001628,P015,3
T001629,P014,2
T001629,P016,1
T001629,P015,2
T001630,P014,2
T001630,P016,2
T001630,P015,1
T001631,P007,3
T001631,P006,3
T001631,P009,3
T001632,P013,2
T001632,P012,3
T001632,P010,3
T001633,P002,1
T001633,P004,2
T001633,P001,3
T001634,P014,1
T001634,P016,2
T001634,P015,2
T001635,P004,3
T001635,P003,3
T001635,P002,3
T001635,P005,1
T001636,P014,3
T001636,P016,1
T001636,P015,2
T001637,P004,3
T001637,P001,1
T001637,P005,1
T001638,P014,2
T001638,P016,3
T001638,P015,3
T001639,P004,1
T001639,P002,1
T001640,P014,1
T001640,P015,2
T001641,P002,2
T001641,P001,2
T001641,P005,1
T001642,P016,2
T001642,P015,1
T001643,P007,1
T001643,P006,2
T001643,P009,3
T001644,P010,1
T001644,P011,1
T001645,P007,2
T001645,P009,3
T001646,P012,1
T001646,P010,2
T001646,P011,1
T001647,P013,2
T001647,P011,2
T001647,P010,1
T001648,P013,2
T001648,P011,2
T001648,P010,3
T001649,P012,1
T001649,P011,1
T001650,P016,3
T001650,P015,1
T001651,P014,1
T001651,P015,3
T001652,P012,3
T001652,P010,2
T001653,P012,1
T001653,P011,3
T001653,P010,1
T001654,P013,2
T001654,P012,1
T001654,P011,2
T001654,P010,1
T001655,P014,1
T001655,P016,3
T001656,P006,1
T001656,P008,1
T001656,P009,2
T001657,P013,3
T001657,P012,2
T001657,P011,2
T001657,P010,2
T001658,P012,1
T001658,P010,2
T001659,P007,1
T001659,P006,3
T001659,P009,2
T001660,P014,1
T001660,P016,3
T001660,P015,3
T001661,P013,2
T001661,P010,3
T001661,P011,3
T001662,P007,1
T001662,P006,3
T001663,P007,1
T001663,P006,2
T001663,P009,3
T001664,P012,2
T001664,P011,2
T001665,P012,1
T001665,P010,3
T001665,P011,1
T001666,P012,3
T001666,P010,2
T001667,P003,1
T001667,P004,1
T001667,P002,3
T001667,P005,3
T001668,P002,3
T001668,P001,1
T001668,P005,2
T001669,P013,2
T001669,P012,2
T001669,P011,3
T001670,P007,2
T001670,P006,3
T001670,P008,2
T001671,P012,2
T001671,P011,2
T001671,P010,2
T001672,P014,2
T001672,P015,2
T001673,P004,2
T001673,P001,3
T001674,P013,2
T001674,P012,1
T001674,P011,3
T001675,P007,1
T001675,P008,2
T001676,P013,3
T001676,P012,2
T001677,P007,3
T001677,P006,1
T001677,P008,2
T001677,P009,1
T001678,P014,2
T001678,P016,2
T001678,P015,1
T001679,P004,1
T001679,P003,1
T001679,P002,2
T001679,P005,3
T001680,P002,2
T001680,P005,1
T001681,P004,2
T001681,P005,1
T001682,P013,2
T001682,P011,1
T001683,P014,3
T001683,P016,1
T001683,P015,2
T001684,P016,2
T001684,P015,1
T001685,P003,1
T001685,P002,3
T001686,P003,1
T001686,P001,1
T001686,P005,2
T001687,P012,1
T001687,P010,2
T001687,P011,3
T001688,P004,1
T001688,P001,1
T001689,P013,2
T001689,P011,1
T001690,P003,1
T001690,P001,1
T001690,P005,2
T001691,P007,2
T001691,P009,2
T001692,P014,3
T001692,P016,2
T001692,P015,2
T001693,P004,2
T001693,P003,1
T001693,P001,3
T001693,P005,2
T001694,P014,3
T001694,P016,3
T001694,P015,2
T001695,P016,3
T001695,P015,3
T001696,P013,1
T001696,P011,1
T001696,P010,3
T001697,P014,2
T001697,P016,1
T001697,P015,1
T001698,P007,3
T001698,P006,1
T001699,P014,1
T001699,P016,1
T001699,P015,2
T001700,P014,3
T001700,P016,2
T001700,P015,2
T001701,P007,1
T001701,P006,2
T001702,P013,1
T001702,P012,2
T001702,P011,1
T001703,P007,1
T001703,P008,2
T001703,P009,3
T001704,P006,2
T001704,P008,1
T001704,P009,2
T001705,P003,3
T001705,P001,1
T001705,P005,2
T001706,P004,3
T001706,P003,2
T001706,P005,3
T001707,P003,1
T001707,P002,3
T001708,P013,2
T001708,P012,2
T001708,P011,3
T001708,P010,3
T001709,P014,2
T001709,P016,1
T001709,P015,1
T001710,P004,1
T001710,P001,1
T001710,P005,2
T001711,P003,3
T001711,P001,2
T001712,P014,3
T001712,P016,1
T001712,P015,3
T001713,P014,1
T001713,P015,1
T001714,P013,1
T001714,P012,2
T001714,P010,2
T001714,P011,3
T001715,P014,3
T001715,P016,1
T001715,P015,2
T001716,P012,3
T001716,P011,2
T001717,P014,2
T001717,P016,1
T001717,P015,3
T001718,P012,3
T001718,P010,1
T001718,P011,1
T001719,P012,2
T001719,P010,1
T001720,P007,2
T001720,P006,1
T001720,P008,3
T001720,P009,3
T001721,P013,1
T001721,P012,1
T001722,P013,2
T001722,P012,2
T001722,P010,3
T001723,P007,1
T001723,P006,2
T001724,P013,1
T001724,P010,3
T001725,P014,2
T001725,P016,1
T001725,P015,2
T001726,P007,3
T001726,P006,3
T001726,P008,3
T001727,P003,2
T001727,P004,3
T001727,P002,2
T001728,P007,1
T001728,P006,1
T001728,P008,1
T001728,P009,3
T001729,P008,3
T001729,P007,3
T001729,P006,1
T001729,P009,1
T001730,P007,1
T001730,P006,3
T001730,P008,2
T001731,P002,3
T001731,P003,2
T001731,P001,1
T001732,P004,3
T001732,P001,2
T001733,P003,3
T001733,P004,1
T001733,P002,1
T001734,P014,1
T001734,P015,3
T001735,P007,3
T001735,P008,1
T001735,P009,2
T001736,P016,3
T001736,P015,3
T001737,P014,1
T001737,P016,2
T001737,P015,2
T001738,P012,2
T001738,P010,1
T001738,P011,3
T001739,P014,3
T001739,P016,1
T001740,P007,2
T001740,P009,3
T001741,P006,1
T001741,P009,2
T001742,P012,2
T001742,P010,1
T001742,P011,1
T001743,P013,3
T001743,P012,1
T001743,P011,1
T001744,P008,1
T001744,P006,1
T001744,P009,1
T001745,P013,3
T001745,P012,2
T001745,P011,3
T001746,P003,3
T001746,P001,3
T001747,P002,2
T001747,P003,3
T001747,P001,3
T001748,P014,3
T001748,P015,2
T001749,P007,2
T001749,P009,3
T001750,P002,2
T001750,P003,3
T001750,P004,3
T001750,P001,1
T001751,P012,3
T001751,P010,1
T001752,P002,2
T001752,P003,3
T001752,P001,1
T001753,P003,3
T001753,P001,3
T001753,P005,1
T001754,P002,3
T001754,P004,1
T001754,P001,1
T001755,P004,2
T001755,P003,3
T001756,P002,3
T001756,P001,2
T001756,P005,2
T001757,P002,3
T001757,P005,3
T001758,P013,3
T001758,P012,1
T001759,P014,2
T001759,P016,1
T001759,P015,2
T001760,P007,3
T001760,P006,1
T001760,P009,1
T001761,P014,1
T001761,P016,3
