transaction_id,customer_id,transaction_date
T000932,C0465,2025-01-26
T000933,C0426,2025-02-16
T000934,C0098,2025-01-21
T000935,C0438,2025-01-21
T000936,C0682,2025-01-17
T000937,C0384,2025-01-10
T000938,C0704,2025-03-01
T000939,C0486,2025-01-05
T000940,C0094,2025-02-23
T000941,C0088,2025-01-06
T000942,C0443,2025-01-07
T000943,C0763,2025-02-17
T000944,C0382,2025-02-21
T000945,C0134,2025-02-05
T000946,C0062,2025-02-07
T000947,C0576,2025-02-05
T000948,C0338,2025-02-12
T000949,C0126,2025-01-27
T000950,C0363,2025-02-25
T000951,C0682,2025-03-02
T000952,C0769,2025-01-28
T000953,C0739,2025-01-04
T000954,C0295,2025-02-08
T000955,C0320,2025-01-23
T000956,C0107,2025-02-06
T000957,C0520,2025-01-14
T000958,C0159,2025-02-12
T000959,C0494,2025-01-15
T000960,C0111,2025-01-23
T000961,C0570,2025-01-24
T000962,C0118,2025-02-18
T000963,C0286,2025-02-06
T000964,C0232,2025-02-21
T000965,C0440,2025-02-24
T000966,C0575,2025-02-19
T000967,C0637,2025-02-09
T000968,C0692,2025-02-11
T000969,C0571,2025-01-02
T000970,C0624,2025-03-01
T000971,C0674,2025-02-23
T000972,C0711,2025-01-18
T000973,C0030,2025-01-12
T000974,C0280,2025-02-14
T000975,C0781,2025-01-20
T000976,C0348,2025-01-23
T000977,C0007,2025-01-12
T000978,C0147,2025-02-06
T000979,C0674,2025-01-26
T000980,C0072,2025-01-10
T000981,C0759,2025-02-10
T000982,C0032,2025-01-06
T000983,C0765,2025-02-03
T000984,C0221,2025-01-25
T000985,C0430,2025-01-30
T000986,C0350,2025-01-11
T000987,C0379,2025-01-20
T000988,C0739,2025-01-21
T000989,C0796,2025-03-02
T000990,C0582,2025-02-08
T000991,C0087,2025-02-26
T000992,C0054,2025-01-10
T000993,C0162,2025-02-18
T000994,C0633,2025-01-04
T000995,C0691,2025-01-06
T000996,C0279,2025-01-29
T000997,C0678,2025-01-28
T000998,C0498,2025-02-08
T000999,C0453,2025-01-27
T001000,C0280,2025-01-14
T001001,C0774,2025-02-02
T001002,C0117,2025-01-23
T001003,C0441,2025-01-08
T001004,C0291,2025-02-13
T001005,C0695,2025-02-07
T001006,C0499,2025-02-03
T001007,C0684,2025-01-20
T001008,C0047,2025-01-15
T001009,C0405,2025-02-08
T001010,C0057,2025-01-01
T001011,C0210,2025-01-20
T001012,C0217,2025-02-19
T001013,C0141,2025-02-18
T001014,C0262,2025-01-19
T001015,C0336,2025-01-08
T001016,C0008,2025-02-01
T001017,C0765,2025-01-28
T001018,C0180,2025-01-09
T001019,C0390,2025-02-04
T001020,C0721,2025-01-15
T001021,C0513,2025-02-05
T001022,C0685,2025-02-21
T001023,C0363,2025-01-05
T001024,C0407,2025-02-25
T001025,C0760,2025-01-03
T001026,C0447,2025-01-02
T001027,C0471,2025-02-28
T001028,C0080,2025-02-25
T001029,C0321,2025-02-06
T001030,C0440,2025-02-06
T001031,C0415,2025-02-15
T001032,C0656,2025-01-27
T001033,C0297,2025-01-08
T001034,C0415,2025-01-02
T001035,C0333,2025-01-11
T001036,C0633,2025-01-30
T001037,C0707,2025-02-28
T001038,C0371,2025-01-06
T001039,C0448,2025-02-24
T001040,C0109,2025-01-16
T001041,C0447,2025-02-07
T001042,C0411,2025-02-03
T001043,C0081,2025-01-26
T001044,C0318,2025-02-17
T001045,C0348,2025-01-15
T001046,C0342,2025-02-19
T001047,C0173,2025-01-05
T001048,C0523,2025-02-10
T001049,C0117,2025-02-03
T001050,C0523,2025-01-13
T001051,C0795,2025-01-23
T001052,C0360,2025-02-16
T001053,C0661,2025-02-22
T001054,C0152,2025-01-16
T001055,C0106,2025-01-10
T001056,C0263,2025-01-13
T001057,C0178,2025-02-08
T001058,C0157,2025-02-18
T001059,C0778,2025-02-11
T001060,C0078,2025-01-12
T001061,C0792,2025-02-10
T001062,C0506,2025-01-30
T001063,C0773,2025-02-06
T001064,C0779,2025-02-07
T001065,C0460,2025-02-13
T001066,C0579,2025-02-11
T001067,C0651,2025-02-09
T001068,C0331,2025-02-25
T001069,C0643,2025-01-21
T001070,C0155,2025-01-29
T001071,C0070,2025-01-31
T001072,C0453,2025-02-10
T001073,C0311,2025-02-20
T001074,C0282,2025-02-07
T001075,C0058,2025-01-23
T001076,C0520,2025-01-05
T001077,C0318,2025-01-30
T001078,C0463,2025-01-03
T001079,C0059,2025-01-24
T001080,C0294,2025-01-05
T001081,C0661,2025-02-25
T001082,C0093,2025-02-09
T001083,C0609,2025-02-02
T001084,C0394,2025-01-30
T001085,C0595,2025-02-05
T001086,C0757,2025-02-27
T001087,C0043,2025-01-29
T001088,C0586,2025-02-11
T001089,C0193,2025-01-21
T001090,C0620,2025-01-31
T001091,C0514,2025-01-10
T001092,C0064,2025-01-29
T001093,C0106,2025-02-21
T001094,C0352,2025-02-15
T001095,C0087,2025-02-02
T001096,C0662,2025-01-12
T001097,C0041,2025-01-16
T001098,C0725,2025-01-29
T001099,C0450,2025-02-03
T001100,C0536,2025-02-09
T001101,C0163,2025-01-24
T001102,C0382,2025-02-28
T001103,C0290,2025-01-25
T001104,C0419,2025-02-19
T001105,C0347,2025-02-13
T001106,C0613,2025-01-04
T001107,C0647,2025-02-11
T001108,C0343,2025-01-05
T001109,C0338,2025-01-07
T001110,C0572,2025-02-13
T001111,C0396,2025-01-19
T001112,C0259,2025-02-16
T001113,C0673,2025-02-28
T001114,C0618,2025-02-25
T001115,C0154,2025-01-22
T001116,C0084,2025-02-07
T001117,C0680,2025-01-10
T001118,C0359,2025-01-20
T001119,C0672,2025-02-14
T001120,C0679,2025-01-26
T001121,C0133,2025-02-08
T001122,C0726,2025-03-02
T001123,C0087,2025-01-20
T001124,C0573,2025-01-25
T001125,C0659,2025-02-20
T001126,C0337,2025-02-22
T001127,C0131,2025-02-12
T001128,C0720,2025-02-23
T001129,C0757,2025-02-13
T001130,C0540,2025-01-06
T001131,C0662,2025-02-12
T001132,C0434,2025-02-02
T001133,C0371,2025-01-02
T001134,C0372,2025-01-20
T001135,C0185,2025-03-02
T001136,C0220,2025-01-22
T001137,C0785,2025-02-01
T001138,C0197,2025-01-15
T001139,C0141,2025-01-10
T001140,C0080,2025-01-19
T001141,C0104,2025-02-02
T001142,C0790,2025-02-04
T001143,C0757,2025-02-26
T001144,C0540,2025-01-03
T001145,C0678,2025-01-22
T001146,C0785,2025-02-09
T001147,C0135,2025-02-08
T001148,C0386,2025-01-10
T001149,C0167,2025-01-12
T001150,C0710,2025-02-19
T001151,C0640,2025-02-21
T001152,C0170,2025-02-16
T001153,C0449,2025-01-03
T001154,C0421,2025-01-24
T001155,C0693,2025-02-16
T001156,C0244,2025-01-29
T001157,C0626,2025-01-19
T001158,C0771,2025-02-17
T001159,C0460,2025-01-15
T001160,C0547,2025-01-16
T001161,C0317,2025-02-21
T001162,C0481,2025-02-27
T001163,C0199,2025-01-24
T001164,C0695,2025-03-02
T001165,C0585,2025-01-29
T001166,C0473,2025-02-19
T001167,C0289,2025-02-19
T001168,C0392,2025-02-02
T001169,C0541,2025-01-27
T001170,C0166,2025-02-22
T001171,C0205,2025-02-21
T001172,C0620,2025-01-09
T001173,C0257,2025-01-04
T001174,C0657,2025-01-31
T001175,C0381,2025-02-05
T001176,C0106,2025-02-15
T001177,C0529,2025-02-24
T001178,C0128,2025-01-19
T001179,C0086,2025-02-18
T001180,C0165,2025-01-18
T001181,C0461,2025-02-27
T001182,C0526,2025-01-10
T001183,C0448,2025-01-06
T001184,C0228,2025-02-22
T001185,C0462,2025-02-26
T001186,C0358,2025-03-01
T001187,C0028,2025-01-27
T001188,C0055,2025-01-26
T001189,C0515,2025-01-24
T001190,C0242,2025-01-25
T001191,C0084,2025-01-24
T001192,C0230,2025-01-02
T001193,C0327,2025-03-01
T001194,C0102,2025-02-23
T001195,C0732,2025-02-11
T001196,C0344,2025-02-20
T001197,C0150,2025-01-09
T001198,C0040,2025-01-19
T001199,C0484,2025-02-14
T001200,C0143,2025-02-18
T001201,C0723,2025-01-31
T001202,C0460,2025-02-09
T001203,C0006,2025-02-27
T001204,C0082,2025-01-02
T001205,C0263,2025-01-14
T001206,C0154,2025-02-05
T001207,C0745,2025-02-08
T001208,C0541,2025-01-28
T001209,C0114,2025-02-19
T001210,C0296,2025-01-16
T001211,C0309,2025-01-08
T001212,C0049,2025-01-16
T001213,C0430,2025-02-10
T001214,C0638,2025-01-30
T001215,C0065,2025-01-08
T001216,C0512,2025-02-08
T001217,C0549,2025-01-02
T001218,C0648,2025-02-02
T001219,C0589,2025-01-16
T001220,C0736,2025-01-10
T001221,C0299,2025-01-28
T001222,C0002,2025-02-09
T001223,C0362,2025-01-16
T001224,C0585,2025-01-27
T001225,C0192,2025-02-12
T001226,C0685,2025-01-06
T001227,C0537,2025-01-24
T001228,C0070,2025-02-03
T001229,C0558,2025-02-02
T001230,C0520,2025-02-05
T001231,C0021,2025-01-25
T001232,C0482,2025-01-03
T001233,C0651,2025-01-25
T001234,C0383,2025-01-17
T001235,C0766,2025-01-02
T001236,C0366,2025-02-20
T001237,C0070,2025-01-23
T001238,C0247,2025-02-16
T001239,C0673,2025-02-10
T001240,C0107,2025-02-19
T001241,C0596,2025-02-17
T001242,C0775,2025-01-22
T001243,C0137,2025-01-03
T001244,C0361,2025-02-04
T001245,C0347,2025-02-22
T001246,C0659,2025-01-12
T001247,C0798,2025-02-13
T001248,C0476,2025-02-14
T001249,C0491,2025-02-10
T001250,C0187,2025-02-21
T001251,C0139,2025-01-05
T001252,C0734,2025-02-19
T001253,C0469,2025-01-03
T001254,C0301,2025-01-13
T001255,C0045,2025-02-20
T001256,C0205,2025-02-26
T001257,C0043,2025-01-21
T001258,C0318,2025-02-02
T001259,C0408,2025-02-22
T001260,C0557,2025-01-31
T001261,C0260,2025-01-03
T001262,C0772,2025-02-11
T001263,C0196,2025-01-19
T001264,C0366,2025-02-25
T001265,C0800,2025-01-04
T001266,C0672,2025-01-22
T001267,C0280,2025-01-08
T001268,C0377,2025-01-28
T001269,C0410,2025-02-17
T001270,C0451,2025-02-27
T001271,C0396,2025-01-22
T001272,C0192,2025-02-01
T001273,C0709,2025-02-01
T001274,C0377,2025-03-01
T001275,C0532,2025-01-18
T001276,C0085,2025-02-16
T001277,C0435,2025-01-06
T001278,C0441,2025-02-08
T001279,C0185,2025-02-04
T001280,C0301,2025-01-21
T001281,C0106,2025-01-06
T001282,C0336,2025-02-12
T001283,C0303,2025-01-20
T001284,C0457,2025-02-08
T001285,C0735,2025-01-28
T001286,C0171,2025-02-14
T001287,C0455,2025-01-23
T001288,C0458,2025-01-03
T001289,C0745,2025-02-25
T001290,C0362,2025-02-09
T001291,C0446,2025-01-18
T001292,C0655,2025-02-20
T001293,C0059,2025-01-05
T001294,C0688,2025-02-10
T001295,C0416,2025-01-24
T001296,C0526,2025-02-21
T001297,C0768,2025-02-13
T001298,C0164,2025-03-02
T001299,C0032,2025-01-10
T001300,C0623,2025-02-13
T001301,C0449,2025-01-03
T001302,C0130,2025-01-05
T001303,C0242,2025-02-19
T001304,C0661,2025-01-24
T001305,C0371,2025-01-25
T001306,C0581,2025-01-03
T001307,C0620,2025-01-10
T001308,C0696,2025-01-29
T001309,C0380,2025-01-24
T001310,C0455,2025-02-18
T001311,C0079,2025-02-06
T001312,C0141,2025-02-03
T001313,C0376,2025-01-26
T001314,C0322,2025-02-11
T001315,C0286,2025-01-16
T001316,C0117,2025-01-02
T001317,C0754,2025-01-12
T001318,C0512,2025-02-03
T001319,C0397,2025-02-28
T001320,C0576,2025-01-08
T001321,C0269,2025-02-19
T001322,C0267,2025-02-15
T001323,C0457,2025-01-14
T001324,C0627,2025-01-19
T001325,C0711,2025-02-28
T001326,C0503,2025-01-13
T001327,C0126,2025-01-09
T001328,C0076,2025-01-29
T001329,C0177,2025-02-27
T001330,C0731,2025-01-29
T001331,C0090,2025-02-21
T001332,C0699,2025-02-24
T001333,C0328,2025-02-12
T001334,C0356,2025-02-15
T001335,C0067,2025-02-05
T001336,C0556,2025-01-19
T001337,C0308,2025-02-24
T001338,C0162,2025-02-15
T001339,C0727,2025-03-01
T001340,C0718,2025-02-10
T001341,C0179,2025-02-20
T001342,C0371,2025-02-02
T001343,C0230,2025-01-08
T001344,C0206,2025-02-20
T001345,C0143,2025-01-16
T001346,C0506,2025-01-02
T001347,C0370,2025-02-05
T001348,C0587,2025-01-24
T001349,C0479,2025-02-21
T001350,C0565,2025-01-09
T001351,C0627,2025-02-26
T001352,C0089,2025-01-05
T001353,C0317,2025-01-26
T001354,C0735,2025-02-16
T001355,C0491,2025-02-03
T001356,C0421,2025-02-19
T001357,C0420,2025-02-22
T001358,C0589,2025-01-05
T001359,C0129,2025-01-21
T001360,C0658,2025-01-05
T001361,C0461,2025-01-30
T001362,C0697,2025-02-03
T001363,C0353,2025-01-09
T001364,C0799,2025-02-05
T001365,C0656,2025-02-07
T001366,C0187,2025-02-19
T001367,C0133,2025-01-28
T001368,C0515,2025-02-28
T001369,C0057,2025-02-23
T001370,C0128,2025-02-03
T001371,C0157,2025-01-20
T001372,C0169,2025-01-11
T001373,C0331,2025-03-01
T001374,C0727,2025-01-15
T001375,C0355,2025-03-02
T001376,C0532,2025-02-27
T001377,C0291,2025-02-24
T001378,C0081,2025-01-17
T001379,C0202,2025-02-10
T001380,C0565,2025-01-18
T001381,C0129,2025-02-10
T001382,C0311,2025-02-09
T001383,C0547,2025-01-06
T001384,C0515,2025-02-11
T001385,C0173,2025-02-07
T001386,C0595,2025-01-10
T001387,C0176,2025-02-12
T001388,C0640,2025-02-16
T001389,C0620,2025-01-22
T001390,C0578,2025-01-03
T001391,C0030,2025-01-06
T001392,C0047,2025-03-02
T001393,C0657,2025-02-19
T001394,C0591,2025-01-17
T001395,C0667,2025-01-14
T001396,C0786,2025-02-06
T001397,C0427,2025-02-09
T001398,C0655,2025-01-02
T001399,C0510,2025-02-26
T001400,C0643,2025-02-04
T001401,C0297,2025-02-11
T001402,C0310,2025-01-31
T001403,C0251,2025-02-21
T001404,C0702,2025-01-26
T001405,C0305,2025-01-30
T001406,C0075,2025-02-14
T001407,C0062,2025-01-11
T001408,C0451,2025-01-27
T001409,C0496,2025-01-30
T001410,C0209,2025-01-22
T001411,C0622,2025-01-10
T001412,C0321,2025-02-25
T001413,C0736,2025-01-21
T001414,C0752,2025-02-25
T001415,C0354,2025-01-26
T001416,C0134,2025-02-18
T001417,C0380,2025-02-02
T001418,C0576,2025-01-07
T001419,C0327,2025-01-16
T001420,C0478,2025-01-08
T001421,C0274,2025-01-29
T001422,C0254,2025-01-10
T001423,C0100,2025-01-04
T001424,C0298,2025-03-02
T001425,C0394,2025-02-25
T001426,C0631,2025-01-27
T001427,C0255,2025-02-25
T001428,C0164,2025-02-22
T001429,C0336,2025-03-01
T001430,C0592,2025-02-16
T001431,C0321,2025-01-13
T001432,C0782,2025-01-11
T001433,C0511,2025-02-02
T001434,C0479,2025-02-01
T001435,C0316,2025-02-01
T001436,C0024,2025-01-06
T001437,C0403,2025-02-02
T001438,C0469,2025-01-16
T001439,C0221,2025-02-07
T001440,C0362,2025-01-04
T001441,C0052,2025-01-19
T001442,C0507,2025-02-08
T001443,C0670,2025-02-13
T001444,C0482,2025-01-19
T001445,C0550,2025-01-01
T001446,C0111,2025-01-28
T001447,C0138,2025-02-26
T001448,C0271,2025-02-16
T001449,C0375,2025-02-18
T001450,C0413,2025-01-24
T001451,C0047,2025-01-26
T001452,C0053,2025-02-06
T001453,C0576,2025-01-13
T001454,C0372,2025-02-05
T001455,C0296,2025-01-05
T001456,C0396,2025-02-02
T001457,C0462,2025-02-18
T001458,C0564,2025-01-18
T001459,C0639,2025-02-13
T001460,C0626,2025-01-08
T001461,C0132,2025-01-07
T001462,C0404,2025-01-24
T001463,C0348,2025-02-05
T001464,C0375,2025-02-18
T001465,C0148,2025-01-13
T001466,C0617,2025-02-02
T001467,C0412,2025-02-02
T001468,C0042,2025-01-03
T001469,C0040,2025-01-09
T001470,C0731,2025-01-22
T001471,C0486,2025-02-03
T001472,C0468,2025-01-10
T001473,C0621,2025-02-27
T001474,C0528,2025-01-09
T001475,C0336,2025-03-01
T001476,C0628,2025-01-21
T001477,C0167,2025-01-26
T001478,C0632,2025-02-17
T001479,C0307,2025-02-07
T001480,C0345,2025-02-02
T001481,C0522,2025-02-04
T001482,C0502,2025-02-15
T001483,C0577,2025-01-20
T001484,C0487,2025-02-22
T001485,C0018,2025-01-24
T001486,C0340,2025-02-13
T001487,C0113,2025-01-27
T001488,C0598,2025-01-20
T001489,C0743,2025-02-25
T001490,C0705,2025-02-10
T001491,C0028,2025-02-08
T001492,C0486,2025-01-17
T001493,C0672,2025-02-20
T001494,C0795,2025-02-07
T001495,C0592,2025-01-15
T001496,C0739,2025-01-04
T001497,C0598,2025-01-31
T001498,C0175,2025-02-03
T001499,C0645,2025-02-16
T001500,C0635,2025-02-19
T001501,C0390,2025-01-10
T001502,C0698,2025-01-16
T001503,C0033,2025-02-06
T001504,C0718,2025-01-08
T001505,C0196,2025-01-02
T001506,C0452,2025-01-21
T001507,C0429,2025-01-10
T001508,C0423,2025-02-14
T001509,C0209,2025-01-27
T001510,C0514,2025-02-19
T001511,C0627,2025-02-28
T001512,C0483,2025-02-25
T001513,C0754,2025-02-16
T001514,C0064,2025-02-15
T001515,C0142,2025-02-03
T001516,C0213,2025-02-05
T001517,C0333,2025-02-12
T001518,C0490,2025-02-03
T001519,C0386,2025-01-21
T001520,C0178,2025-01-30
T001521,C0546,2025-01-22
T001522,C0560,2025-01-23
T001523,C0693,2025-02-19
T001524,C0739,2025-02-13
T001525,C0659,2025-02-21
T001526,C0710,2025-01-17
T001527,C0625,2025-01-31
T001528,C0197,2025-01-16
T001529,C0286,2025-02-05
T001530,C0306,2025-01-15
T001531,C0305,2025-02-19
T001532,C0296,2025-02-15
T001533,C0213,2025-02-14
T001534,C0722,2025-02-01
T001535,C0325,2025-01-31
T001536,C0358,2025-02-05
T001537,C0739,2025-01-18
T001538,C0295,2025-01-08
T001539,C0588,2025-02-13
T001540,C0557,2025-01-25
T001541,C0405,2025-02-22
T001542,C0354,2025-02-19
T001543,C0150,2025-01-19
T001544,C0044,2025-01-19
T001545,C0732,2025-01-06
T001546,C0355,2025-03-01
T001547,C0453,2025-02-11
T001548,C0263,2025-02-17
T001549,C0491,2025-01-14
T001550,C0207,2025-02-22
T001551,C0552,2025-01-18
T001552,C0576,2025-02-14
T001553,C0279,2025-01-09
T001554,C0112,2025-02-09
T001555,C0759,2025-02-07
T001556,C0246,2025-01-16
T001557,C0052,2025-02-12
T001558,C0544,2025-01-15
T001559,C0654,2025-01-15
T001560,C0054,2025-01-07
T001561,C0424,2025-01-22
T001562,C0735,2025-01-31
T001563,C0103,2025-02-13
T001564,C0790,2025-01-09
T001565,C0006,2025-02-05
T001566,C0162,2025-01-27
T001567,C0669,2025-03-01
T001568,C0488,2025-01-31
T001569,C0667,2025-01-13
T001570,C0775,2025-01-19
T001571,C0329,2025-01-19
T001572,C0662,2025-01-04
T001573,C0788,2025-01-06
T001574,C0668,2025-02-06
T001575,C0238,2025-02-04
T001576,C0757,2025-02-16
T001577,C0039,2025-02-28
T001578,C0180,2025-01-27
T001579,C0181,2025-03-01
T001580,C0038,2025-02-23
T001581,C0407,2025-02-20
T001582,C0508,2025-01-12
T001583,C0767,2025-02-25
T001584,C0297,2025-02-26
T001585,C0039,2025-01-01
T001586,C0306,2025-02-06
T001587,C0618,2025-01-07
T001588,C0344,2025-01-19
T001589,C0466,2025-02-11
T001590,C0557,2025-02-03
T001591,C0506,2025-02-26
T001592,C0138,2025-02-24
T001593,C0517,2025-01-30
T001594,C0280,2025-01-13
T001595,C0116,2025-01-22
T001596,C0167,2025-02-16
T001597,C0470,2025-02-11
T001598,C0264,2025-02-15
T001599,C0191,2025-01-01
T001600,C0755,2025-01-22
T001601,C0303,2025-02-06
T001602,C0691,2025-02-18
T001603,C0198,2025-01-12
T001604,C0626,2025-02-24
T001605,C0655,2025-02-27
T001606,C0416,2025-02-22
T001607,C0438,2025-02-02
T001608,C0336,2025-01-06
T001609,C0411,2025-02-12
T001610,C0098,2025-01-12
T001611,C0144,2025-01-31
T001612,C0332,2025-03-01
T001613,C0255,2025-01-01
T001614,C0268,2025-01-25
T001615,C0242,2025-01-29
T001616,C0772,2025-01-18
T001617,C0338,2025-01-20
T001618,C0597,2025-02-16
T001619,C0587,2025-01-01
T001620,C0268,2025-02-11
T001621,C0369,2025-02-14
T001622,C0242,2025-01-04
T001623,C0684,2025-01-08
T001624,C0477,2025-01-20
T001625,C0164,2025-01-26
T001626,C0703,2025-02-02
T001627,C0721,2025-02-19
T001628,C0319,2025-02-14
T001629,C0121,2025-02-10
T001630,C0303,2025-01-24
T001631,C0630,2025-01-15
T001632,C0225,2025-01-09
T001633,C0490,2025-01-10
T001634,C0466,2025-02-17
T001635,C0621,2025-01-24
T001636,C0426,2025-02-14
T001637,C0563,2025-02-28
T001638,C0483,2025-02-18
T001639,C0551,2025-02-21
T001640,C0681,2025-02-22
T001641,C0224,2025-02-18
T001642,C0254,2025-02-13
T001643,C0773,2025-02-08
T001644,C0084,2025-02-03
T001645,C0458,2025-02-03
T001646,C0721,2025-01-24
T001647,C0080,2025-02-28
T001648,C0578,2025-01-08
T001649,C0064,2025-02-23
T001650,C0561,2025-02-27
T001651,C0518,2025-01-13
T001652,C0587,2025-02-04
T001653,C0154,2025-01-11
T001654,C0336,2025-02-24
T001655,C0533,2025-01-29
T001656,C0120,2025-02-13
T001657,C0211,2025-02-15
T001658,C0598,2025-02-01
T001659,C0094,2025-02-27
T001660,C0523,2025-01-29
T001661,C0057,2025-01-30
T001662,C0136,2025-02-02
T001663,C0426,2025-01-30
T001664,C0578,2025-01-04
T001665,C0573,2025-01-30
T001666,C0689,2025-02-21
T001667,C0316,2025-02-16
T001668,C0023,2025-01-26
T001669,C0261,2025-02-22
T001670,C0004,2025-02-17
T001671,C0224,2025-02-07
T001672,C0075,2025-01-03
T001673,C0434,2025-01-23
T001674,C0718,2025-01-05
T001675,C0555,2025-01-04
T001676,C0071,2025-03-01
T001677,C0484,2025-01-03
T001678,C0294,2025-01-27
T001679,C0185,2025-02-19
T001680,C0139,2025-02-19
T001681,C0657,2025-02-16
T001682,C0662,2025-01-27
T001683,C0384,2025-02-27
T001684,C0392,2025-01-29
T001685,C0387,2025-01-25
T001686,C0083,2025-02-13
T001687,C0678,2025-02-25
T001688,C0553,2025-01-09
T001689,C0670,2025-02-25
T001690,C0357,2025-01-08
T001691,C0183,2025-02-04
T001692,C0403,2025-02-03
T001693,C0131,2025-02-16
T001694,C0229,2025-02-23
T001695,C0004,2025-02-18
T001696,C0024,2025-01-20
T001697,C0475,2025-02-13
T001698,C0737,2025-02-04
T001699,C0435,2025-02-04
T001700,C0389,2025-02-22
T001701,C0236,2025-01-16
T001702,C0472,2025-01-23
T001703,C0159,2025-01-18
T001704,C0194,2025-03-01
T001705,C0743,2025-02-18
T001706,C0116,2025-01-03
T001707,C0677,2025-01-27
T001708,C0630,2025-02-19
T001709,C0017,2025-01-16
T001710,C0212,2025-01-05
T001711,C0104,2025-02-08
T001712,C0035,2025-01-29
T001713,C0613,2025-02-13
T001714,C0721,2025-02-25
T001715,C0050,2025-01-16
T001716,C0759,2025-01-03
T001717,C0412,2025-01-29
T001718,C0240,2025-02-04
T001719,C0223,2025-02-18
T001720,C0795,2025-01-04
T001721,C0144,2025-02-02
T001722,C0297,2025-01-15
T001723,C0750,2025-02-06
T001724,C0327,2025-02-06
T001725,C0613,2025-02-19
T001726,C0689,2025-02-22
T001727,C0329,2025-01-16
T001728,C0310,2025-02-26
T001729,C0147,2025-02-12
T001730,C0534,2025-01-15
T001731,C0424,2025-01-20
T001732,C0282,2025-01-04
T001733,C0571,2025-03-02
T001734,C0606,2025-02-26
T001735,C0753,2025-02-28
T001736,C0180,2025-02-10
T001737,C0696,2025-01-28
T001738,C0570,2025-02-01
T001739,C0049,2025-01-23
T001740,C0659,2025-02-12
T001741,C0391,2025-02-20
T001742,C0538,2025-01-21
T001743,C0714,2025-01-27
T001744,C0419,2025-01-10
T001745,C0308,2025-01-25
T001746,C0189,2025-02-18
T001747,C0551,2025-01-31
T001748,C0247,2025-02-24
T001749,C0231,2025-01-20
T001750,C0725,2025-01-10
T001751,C0475,2025-02-28
T001752,C0060,2025-02-05
T001753,C0423,2025-01-27
T001754,C0571,2025-02-03
T001755,C0138,2025-01-25
T001756,C0249,2025-01-17
T001757,C0209,2025-01-22
T001758,C0663,2025-01-06
T001759,C0461,2025-02-24
T001760,C0380,2025-01-06
T001761,C0549,2025-02-16
T001762,C0196,2025-01-04
T001763,C0275,2025-01-25
T001764,C0690,2025-02-08
T001765,C0618,2025-01-03
T001766,C0075,2025-01-13
T001767,C0780,2025-02-07
T001768,C0742,2025-02-12
T001769,C0573,2025-01-14
T001770,C0491,2025-01-14
T001771,C0341,2025-01-20
T001772,C0016,2025-01-14
T001773,C0195,2025-02-17
T001774,C0121,2025-02-17
T001775,C0773,2025-01-31
T001776,C0249,2025-02-14
T001777,C0619,2025-02-15
T001778,C0210,2025-01-26
T001779,C0246,2025-02-05
T001780,C0330,2025-02-19
T001781,C0290,2025-01-25
T001782,C0478,2025-02-04
T001783,C0665,2025-01-23
T001784,C0316,2025-01-17
T001785,C0369,2025-02-02
T001786,C0510,2025-01-30
T001787,C0101,2025-02-21
T001788,C0740,2025-01-31
T001789,C0780,2025-02-23
T001790,C0328,2025-02-28
T001791,C0209,2025-01-24
T001792,C0321,2025-01-27
T001793,C0047,2025-02-06
T001794,C0227,2025-02-17
T001795,C0150,2025-01-02
T001796,C0268,2025-02-05
T001797,C0599,2025-02-07
T001798,C0738,2025-01-27
T001799,C0303,2025-01-10
T001800,C0201,2025-01-22
T001801,C0236,2025-01-25
T001802,C0584,2025-02-23
T001803,C0252,2025-02-01
T001804,C0564,2025-02-11
T001805,C0702,2025-01-22
T001806,C0264,2025-02-18
T001807,C0501,2025-02-16
T001808,C0658,2025-02-17
T001809,C0503,2025-01-30
T001810,C0173,2025-02-16
T001811,C0361,2025-01-11
T001812,C0144,2025-02-16
T001813,C0560,2025-02-01
T001814,C0189,2025-02-28
T001815,C0556,2025-02-11
T001816,C0061,2025-02-03
T001817,C0035,2025-02-23
T001818,C0077,2025-03-02
T001819,C0685,2025-01-04
T001820,C0783,2025-01-01
T001821,C0423,2025-01-09
T001822,C0646,2025-01-15
T001823,C0070,2025-02-15
T001824,C0155,2025-01-01
T001825,C0224,2025-02-02
T001826,C0467,2025-01-24
T001827,C0062,2025-02-09
T001828,C0654,2025-02-12
T001829,C0632,2025-02-28
T001830,C0495,2025-02-12
T001831,C0500,2025-01-02
T001832,C0007,2025-02-04
T001833,C0565,2025-01-27
T001834,C0013,2025-01-02
T001835,C0543,2025-02-16
T001836,C0282,2025-02-04
T001837,C0294,2025-01-02
T001838,C0515,2025-02-22
T001839,C0715,2025-02-13
T001840,C0441,2025-02-21
T001841,C0184,2025-01-07
T001842,C0099,2025-02-03
T001843,C0153,2025-01-16
T001844,C0197,2025-02-09
T001845,C0540,2025-01-17
T001846,C0363,2025-01-18
T001847,C0407,2025-01-06
T001848,C0383,2025-01-26
T001849,C0471,2025-02-06
T001850,C0250,2025-02-14
T001851,C0232,2025-01-20
T001852,C0701,2025-02-22
T001853,C0083,2025-02-11
T001854,C0666,2025-02-18
T001855,C0033,2025-01-06
T001856,C0416,2025-01-25
T001857,C0387,2025-02-05
T001858,C0488,2025-01-04
T001859,C0653,2025-01-01
T001860,C0720,2025-01-11
T001861,C0085,2025-02-01
T001862,C0445,2025-02-11
T001863,C0340,2025-02-06
